CNPJ_Fundo;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
29.852.732/0001-91;2024-06-01;1;247037;114516482;1;0.8563;0.1437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.091.444/0001-40;2024-06-01;1;23898;7014565;1;0.93;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.130.708/0001-28;2024-06-01;1;29102;28169507;1;0.93;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.166.700/0001-11;2024-06-01;1;64862;12769512;1;0.771612807129983;0.228387192870017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.629.603/0001-18;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.816.679/0001-52;2024-06-01;1;1;95.92;0.0003;0.0003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;333499.26;0.9997;0;0.9997
30.846.692/0001-54;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1624411.13904241;1;0;1
30.982.880/0001-00;2024-06-01;1;8130;904050;1;0.9119;0.0881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.161.410/0001-48;2024-06-01;1;1588;1528615;1.00000000000001;0.935486044556681;0.0645139554433262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.373.514/0001-16;2024-06-01;1;2;59835.62;0.004891;0.0049;0;3;2496679.63;0.20411;0.0628;0.1413;0;0;0;0;0;1;2077150.73;0.16982;0;0.16982;1;3081686.28;0.25194;0;0.25194;1;4516380.4;0.36923;0;0.36923;0;0;0;0;0;0;0;0;0;0
31.544.514/0001-31;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;33635497.5;0.519;0;0.519;0;0;0;0;0;1;31173242.32;0.481;0;0.481;0;0;0;0;0
32.317.313/0001-64;2024-06-01;1;458;135506;0.9174;0.8841;0.0333;1;12194.9971;0.0826;0;0.0826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.400.250/0001-05;2024-06-01;1;33144;14723970;1;0.95;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.441.656/0001-36;2024-06-01;1;100;108949.35;0.780074293444478;0.40106136990269;0.379012923541788;3;30716.001;0.219925706555522;0.219925706555522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.527.552/0001-49;2024-06-01;1;196;71741;0.7837;0.9868;0.0132;3;19800;0.2163;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.527.626/0001-47;2024-06-01;1;8517;1603742;0.6149;0.4404;0.5596;3;637636;0.2445;0;1;1;366620;0.1406;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
32.527.683/0001-26;2024-06-01;1;15838;2109169;1;0.9443;0.0557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.667.306/0001-92;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10000;0.281183218985491;0;0.281183218985491;0;0;0;0;0;0;0;0;0;0;1;25564;0.718816781014509;0;0.718816781014509
32.754.734/0001-52;2024-06-01;1;19871;3887405;0.771310515873016;0.575610317460317;0.195700198412698;2;547076;0.108546825396825;0;0.108546825396825;1;605519;0.120142658730159;0;0.120142658730159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32.774.914/0001-04;2024-06-01;1;455;138036;0.0671;0.0666;0.0005;2;304616;0.148;0;0.148;0;0;0;0;0;1;397723;0.1933;0;0.1933;1;517450;0.2514;0;0.2514;1;700100;0.3402;0;0.3402;0;0;0;0;0;0;0;0;0;0
32.892.018/0001-31;2024-06-01;1;195648;20418095;1;0.8116;0.1884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32.903.621/0001-71;2024-06-01;2;38484;4993049;0.3944;0.3585;0.0359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7667018;0.6056;0;0.6056
32.903.661/0001-13;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3372642.72;1;0;1
33.046.142/0001-49;2024-06-01;1;5865;5246667;0.705031817134288;0.31363920693332;0.391392610200968;0;0;0;0;0;1;883296;0.1186947416231;0;0.1186947416231;1;1311782;0.176273441242612;0;0.176273441242612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.081.611/0001-23;2024-06-01;1;8770;2419497;0.947679934071633;0.805105923290903;0.142574010780729;1;133577;0.0523200659283671;0;0.0523200659283671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.197.776/0001-65;2024-06-01;1;5209;1000337;0.7614;0.5066;0.2549;3;313447;0.2386;0;0.2386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.197.811/0001-46;2024-06-01;1;90267;11787247;1;0.8978;0.1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.547.078/0001-42;2024-06-01;1;11;5244.67284833;0.054;0.0164;0.0376;1;6989.03286327;0.072;;0.072;;;;;;;;;;;;;;;;1;34978.88669315;0.3603;;0.3603;;;;;;1;49870.05997522;0.5137;;0.5137
34.691.520/0001-00;2024-06-01;1;1048;7948286;0.3293;0.0769;0.2524;1;1634740;0.0677;0;0.0677;1;2530714;0.1049;0;0.1049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12021450;0.4981;0;0.4981;0;0;0;0;0
34.736.474/0001-18;2024-06-01;1;112;1996466;0.76734;0.321021;0.446319;3;605334;0.23266;0;0.23266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34.835.191/0001-23;2024-06-01;1;7984;430277;0.3805;0.8836;0.1164;1;99006;0.0876;0;1;0;0;0;0;0;1;174456;0.1543;0;1;0;0;0;0;0;1;426967;0.3776;0;1;0;0;0;0;0;0;0;0;0;0
34.895.752/0001-80;2024-06-01;1;276;0;0.894712;0.583047;0.311665;;;;;;1;0;0.105288;0;0.105288;;;;;;;;;;;;;;;;;;;;;;;;;
35.360.687/0001-50;2024-06-01;1;11262;2217449;0.8777;0.7324;0.1453;;;;;;1;308911;0.1223;0;0.1223;;;;;;;;;;;;;;;;;;;;;;;;;
35.507.262/0001-21;2024-06-01;1;2796;13945686;0.2704;0.3626;0.6374;1;3333336;0.0646;;1;;;;;;;;;;;1;15109638;0.293;;1;1;19178990;0.3719;;1;;;;;;;;;;
35.507.457/0001-71;2024-06-01;1;42075;8148575;0.792971;0.578376;0.214595;;;;;;1;561658;0.054657;0;0.054657;1;1565779;0.152372;0;0.152372;;;;;;;;;;;;;;;;;;;;
35.586.415/0001-73;2024-06-01;1;423;49873;0.0152;0.9856;0.0144;;;;;;1;470746;0.1431;;1;;;;;;;;;;;;;;;;;;;;;1;2767381;0.8417;;1
35.652.081/0001-99;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.652.102/0001-76;2024-06-01;1;167421;27130067;1;0.750126750516318;0.249873249483682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.652.174/0001-13;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;214035;0.464253953105004;0;0.464253953105004;1;246995;0.535746046894996;0;0.535746046894996
35.652.227/0001-04;2024-06-01;1;228;174476;0.27253400895659;0.206210881304095;0.0663231276524956;1;47805;0.0746720941457266;0;0.0746720941457266;0;0;0;0;0;0;0;0;0;0;1;131516;0.205429874148507;0;0.205429874148507;0;0;0;0;0;1;286402;0.447364022749176;0;0.447364022749176;0;0;0;0;0
35.652.252/0001-80;2024-06-01;1;2895;511611;0.835580663811773;0.728915761038214;0.106664902773559;1;35524;0.05801901738088;0;0.05801901738088;1;65147;0.106400318807347;0;0.106400318807347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.652.278/0001-28;2024-06-01;1;282;3328304.04;0.937947796047139;0.937947796047139;0;1;220192;0.0620522039528611;0.0620522039528611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.688.460/0001-39;2024-06-01;1;109;835980;0.4067;0.4873;0.5127;2;244000;0.1187;;1;;;;;;;;;;;2;975695;0.4746;;1;;;;;;;;;;;;;;;
35.689.497/0001-81;2024-06-01;1;120;618150;0.376920731707317;0.646364151096012;0.353635848903988;3;300000;0.182926829268293;0.333333333333333;0.666666666666667;;;;;;;;;;;2;721850;0.44015243902439;;1;;;;;;;;;;;;;;;
35.864.448/0001-38;2024-06-01;1;158590;132757940;1;0.93;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.244.015/0001-42;2024-06-01;1;81049;26027419;0.871528920803248;0.830347999999874;0.037651;2;3836672;0.128471079196752;0;0.132001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.293.425/0001-83;2024-06-01;1;11538;738141;0.8197;0.9202;0.0798;0;0;0;0;0;0;0;0;0;0;1;162353;0.1803;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.312.772/0001-06;2024-06-01;1;8749;497020;0.6643;0.9244;0.0756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;251131;0.3357;0;1;0;0;0;0;0;0;0;0;0;0
36.501.128/0001-86;2024-06-01;1;125518;18851720;1;0.9739;0.0261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36.501.159/0001-37;2024-06-01;1;32;393465;0.2459;0.0001;0.9999;2;197103;0.1232;0;1;2;368368;0.2302;0;1;1;240348;0.1502;0;1;1;400716;0.2504;0;1;;;;;;;;;;;;;;;
36.501.210/0001-00;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1135160;1;0;1
36.501.233/0001-15;2024-06-01;1;15839;10119581;0.6202;0.8023;0.1977;3;4130229;0.2531;0;1;1;2066030;0.1266;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
36.642.219/0001-31;2024-06-01;1;50932;8311269;0.943616884189564;0.907688735718053;0.0359281484715116;1;496616;0.0563831158104358;0;0.0563831158104358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
