CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
00.332.266/0001-31;2016-11-01;1;2016-12-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;1994-11-24;INVESTIDORES EM GERAL;BRFVPQCTF015;2584398;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS S/A DTVM;72600026000181;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
00.332.266/0001-31;2016-12-01;1;2017-01-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING;1994-11-24;INVESTIDORES EM GERAL;BRFVPQCTF015;2584398;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
00.613.094/0001-74;2016-10-01;1;2016-11-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;1995-03-14;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;BRKB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;33923111000129;RUA LAURO MULLER;116;SALAS 2101 A 2108;BOTAFOGO;RIO DE JANEIRO;RJ;22290-160;(21) 3725-7708;(21) 3725-7837;(21) 3725-7731;www.brkbdtvm.com.br;admfundos.brkb@brookfieldbr.com
00.613.094/0001-74;2016-11-01;1;2016-12-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;1995-03-14;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;BRKB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;33923111000129;RUA LAURO MULLER;116;SALAS 2101 A 2108;BOTAFOGO;RIO DE JANEIRO;RJ;22290-160;(21) 3725-7708;(21) 3725-7837;(21) 3725-7731;www.brkbdtvm.com.br;admfundos.brkb@brookfieldbr.com
00.613.094/0001-74;2016-12-01;1;2017-01-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;1995-03-14;INVESTIDORES EM GERAL;BRPABYCTF012;758400;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Indeterminado;;31/12;S;N;N;S;N;BRKB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;33923111000129;RUA LAURO MULLER;116;SALAS 2101, 2102 e 2108;BOTAFOGO;RIO DE JANEIRO;RJ;22290-160;(21) 3725-7708;(21) 3725-7837;(21) 3725-7731;www.brkbdtvm.com.br;admfundos.brkb@brookfieldbr.com
00.762.723/0001-28;2016-11-01;1;2016-12-15;FUNDO DE INV. IMOBILIÁRIO CENTRO TÊXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;36319906;N;N;Desenvolvimento para Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS S/A DTVM;72600026000181;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
00.762.723/0001-28;2016-12-01;1;2017-01-13;FUNDO DE INV. IMOBILIÁRIO CENTRO TÊXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;36319906;N;N;Desenvolvimento para Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS S/A DTVM;72600026000181;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
00.868.235/0001-08;2016-11-01;1;2016-12-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
00.868.235/0001-08;2016-12-01;1;2017-01-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316;N;N;Renda;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;RIO BRAVO INVESTIMENTOS DTVM LTDA;72600026000181;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
01.201.140/0001-90;2016-11-01;2;2016-12-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;61019165;N;N;Renda;Shoppings;Passiva;Indeterminado;;31/12;S;N;N;S;N;RIO BRAVO INVESTIMENTOS S/A DTVM;72600026000181;AV. CHEDID JAFET;222;BLOCO B - 3ª ANDAR;VILA OLÍMPIA;SÃO PAULO;SP;045551-065;(11) 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br
