CNPJ_Fundo;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
01.235.622/0001-61;2017-12-01;3;Lote 1 do PAL 47855 e Lote 3 do PAL 47855;Incorporação residencial;77000001;Recursos próprios
01.235.622/0001-61;2017-12-01;3;Loteamento em Armação dos Búzios - RJ;Incorporação residencial;N/A (Permuta);Recursos próprios
01.235.622/0001-61;2017-12-01;3;Rod. Ernani do Amaral Peixoto, km 107-São Pedro da Aldeia/RJ;Locação Corporativo;17000000;Recursos próprios
01.235.622/0001-61;2017-12-01;3;Avenida Lauro Sodré n° 150;Incorporação residencial;41990262,28 + 18000000,00 + Permuta;Recursos próprios
01.235.622/0001-61;2017-12-01;3;Rua Clóvis Machado junto e antes do imóvel n° 30, lado ímpar;Incorporação residencial;17200000;Recursos próprios
01.601.918/0001-59;2017-12-01;1;Não houve aquisições no período;Não houve aquisições no período;0;Não houve aquisições no período
02.508.235/0001-14;2017-12-01;1;Não houve aquisições no período;Não houve aquisições no período;0,00;Não houve aquisições no período
03.683.056/0001-86;2017-12-01;1;Ed Morumbi Park;Renda de Aluguéis;87292803.3;6º Emisão de Cotas
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
07.583.627/0001-61;2017-12-01;1;Não aplicável;Não aplicável;0;Não aplicável
08.431.747/0001-06;2017-12-01;1;LCI - Banco BTG Pactual S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao cotista;3000000;Caixa do fundo
08.431.747/0001-06;2017-12-01;1;LCI - Banco BTG Pactual S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao cotista;2000000;Caixa do fundo
08.431.747/0001-06;2017-12-01;1;LCI - Banco BTG Pactual S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao cotista;2000000;Caixa do fundo
08.431.747/0001-06;2017-12-01;1;LCI - Banco BTG Pactual S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao cotista;6000000;Caixa do fundo
08.431.747/0001-06;2017-12-01;1;LCI - Banco BTG Pactual S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao cotista;6000000;Caixa do fundo
08.431.747/0001-06;2017-12-01;1;CRI - RB CAPITAL SECURITIZADORA S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao cotista;1155526.77;Caixa do fundo
08.431.747/0001-06;2017-12-01;1;Shopping - Goiabeiras Shopping  - 53,99%;Aplicação em ativo alvo do Fundo;109423560;Conversão de CRI + Caixa do fundo
08.696.175/0001-97;2017-06-01;1;n/a;n/a;n/a;n/a
08.706.065/0001-69;2017-12-01;1;CRI Ativo 17G0788003 Série 95 Ápice Securitizadora Imobiliária S.A;CRI Ativo 17G0788003 Série 95 Ápice Securitizadora Imobiliária S.A;6791828.94;Capital
08.706.065/0001-69;2017-12-01;1;CRI Ativo 17H0164854 Série 165 Rb Capital Securitizadora Residenci;CRI Ativo 17H0164854 Série 165 Rb Capital Securitizadora Residenci;5208171.06;Capital
08.924.783/0001-01;2017-12-01;2;CRI - Ápice Securitizadora Imobiliária;Renda;130437299.98;Capital
08.924.783/0001-01;2017-12-01;2;Cotas do FII Prime Portfólio;Renda;32380860.15;Capital
09.072.017/0001-29;2017-12-01;1;LCI - Banco BTG Pactual S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao cotista;10000000;Caixa do fundo
09.072.017/0001-29;2017-12-01;1;LCI - Banco BTG Pactual S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao cotista;10000000;Caixa do fundo
09.072.017/0001-29;2017-12-01;1;LCI - Banco BTG Pactual S.A.;Melhor alocação de caixa visando maximizar a rentabilidade ao cotista;10000000;Caixa do fundo
